Unique ID,State/UT,District,Disease/Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/Action Taken,Week
JK/SHP/2024/05/121,Jammu and Kashmir,Shopian,Hepatitis A,5,0,30-01-2024,31-01-2024,Under Surveillance,"Village Pahnoo. Fever, fatigue, yellow discoloration. 5 blood samples positive for HAV IgM. All 4 water samples unsatisfactory.",Week 5
JH/ESI/2024/05/122,Jharkhand,East Singhbum,Chickenpox,13,0,02-02-2024,02-02-2024,Under Surveillance,Village Darisai. Fever with maculopapular rash. Age 1-75 years. 3 of 5 samples positive for Varicella Zoster IgM ELISA.,Week 5
KN/CMN/2024/05/123,Karnataka,Chamarajanagar,Diphtheria,1,1,30-01-2024,01-02-2024,Under Surveillance,Vanakanapura Village. Stomach pain & throat infection. Positive for Corynebacterium Diphtheria. 65-year-old female expired 30-01-2024 at DH Mysuru.,Week 5
KN/CKM/2024/05/124,Karnataka,Chikkamagaluru,Kyasanur Forest Disease,60,0,01-02-2024,01-02-2024,Under Surveillance,"Multiple villages, Koppa Taluk. Fever, headache, mild weakness. 25 of 60 blood samples positive for KFDV by RT-PCR.",Week 5
KN/CKM/2024/05/125,Karnataka,Chikkamagaluru,Kyasanur Forest Disease,13,1,30-01-2024,01-02-2024,Under Surveillance,"Melukoppa Village, Sringeri Taluk. Fever and body ache. 1 blood sample positive for KFDV by RT-PCR. 79-year-old male expired.",Week 5
KL/PLK/2024/05/126,Kerala,Palakkad,Dengue,18,0,02-02-2024,03-02-2024,Under Surveillance,"CHC Agali, Attappadi. Fever from police station. 3 positive for Dengue Rapid NS1, 2 positive for dengue IgM ELISA.",Week 5
KL/PLK/2024/05/127,Kerala,Palakkad,Chickenpox,5,0,02-02-2024,02-02-2024,Under Surveillance,UPHC Diara Street office. Fever with rash. All cases clinically diagnosed.,Week 5
KL/PLK/2024/05/128,Kerala,Palakkad,Mumps,16,0,31-01-2024,31-01-2024,Under Surveillance,"PHC Kulukkallur school. Parotid swelling, mild fever. Age 4-5 years. 2 of 3 throat swab samples positive for Mumps by PCR. School closed.",Week 5
KL/PLK/2024/05/129,Kerala,Palakkad,Fever with Rash,6,0,31-01-2024,31-01-2024,Under Surveillance,CHC Pazhambalakode school. Fever and rashes. One sample positive for ASO (Group A Streptococcus).,Week 5
MP/ARR/2024/05/130,Madhya Pradesh,Alirajpur,Mumps,27,0,01-02-2024,01-02-2024,Under Surveillance,"Village Nani Badoi. Pain and swelling over jaw, fever. 4 of 5 samples positive for Mumps IgM ELISA.",Week 5
MP/DHR/2024/05/131,Madhya Pradesh,Dhar,Mumps,39,0,01-02-2024,02-02-2024,Under Surveillance,Village Nalcha. Discomfort in salivary glands. 4 of 5 samples positive for Mumps IgM ELISA.,Week 5
MP/GUN/2024/05/132,Madhya Pradesh,Guna,Chickenpox,8,0,31-01-2024,31-01-2024,Under Surveillance,"Village Nalcha. Fever, loss of appetite, headache, fluid-filled blisters. All diagnosed clinically.",Week 5
MP/VRN/2024/05/133,Madhya Pradesh,Gwalior,Mumps,7,0,04-02-2024,04-02-2024,Under Surveillance,"UPHC Pintopark. Fever, cough, sore throat. 6 of 7 samples positive for Mumps IgM ELISA.",Week 5
MP/NSP/2024/05/134,Madhya Pradesh,Narsinghpur,Chickenpox,7,0,31-01-2024,31-01-2024,Under Surveillance,"UPHC Narsinghpur. Fever, rashes, headache, weakness. RRT investigated.",Week 5
MH/KOP/2024/05/135,Maharashtra,Kolhapur,Hepatitis A&E,101,0,03-02-2024,03-02-2024,Under Surveillance,"PHC Tipkurli. Fever, anorexia, pain abdomen, vomiting. Age 10-60 years. HAV and HEV both isolated. Pipeline leakage likely.",Week 5
MH/THN/2024/05/136,Maharashtra,Thane,Acute Diarrheal Disease,110,0,31-01-2024,31-01-2024,Under Surveillance,Bhatsai Village school. Vomiting and dysentery. Age 10-40 years. Two food samples sent to BMC lab.,Week 5
OR/BAG/2024/05/137,Odisha,Bargarh,Food Poisoning,347,0,31-01-2024,31-01-2024,Under Control,"Village S Dumerpali. Abdominal pain, loose watery stools after food at feast. Water H2S positive. Contaminated food likely.",Week 5
OR/DEO/2024/05/138,Odisha,Deogarh,Food Poisoning,42,0,30-01-2024,31-01-2024,Under Control,Village Tuhilamal. Loose motion and vomiting after marriage celebration. Contaminated food likely.,Week 5
OR/DEO/2024/05/139,Odisha,Deogarh,Chickenpox,15,0,29-01-2024,29-01-2024,Under Control,DHH Deogarh. Fever with rash. Age 6-15 years. 1 of 5 samples positive for Varicella Zoster IgM ELISA. All isolated.,Week 5
OR/JHA/2024/05/140,Odisha,Jharsuguda,Food Poisoning,42,0,02-02-2024,02-02-2024,Under Control,Village Banjari. Loose stools after food from canteen. Age 15-35 years. Water H2S positive. Contaminated food likely.,Week 5
OR/KPT/2024/05/141,Odisha,Koraput,Acute Diarrheal Disease,18,0,02-02-2024,02-02-2024,Under Control,Village Pipalpadar. Loose stools. Age 4-54 years. Multiple pathogens in rectal samples. Water H2S positive.,Week 5
OR/MBJ/2024/05/142,Odisha,Mayurbhanj,Acute Diarrheal Disease,12,0,02-02-2024,02-02-2024,Under Control,"School hostel, Debendrapur UPHC. Loose stools. Age 10-15 years. Water H2S negative, OT<0.1 PPM.",Week 5
OR/SUN/2024/05/143,Odisha,Sundargarh,Acute Diarrheal Disease,7,0,28-01-2024,02-02-2024,Under Control,Village Sirukad Ambur. Loose stools. Age 10-16 years. RRT investigated.,Week 5
PB/NWS/2024/05/144,Punjab,Shahid Bhagat Singh Nagar,Mumps,13,0,01-02-2024,01-02-2024,Under Control,School Palli Unchi. Parotid swelling & fever. Age 0-15 years. All 13 samples positive for mumps IgM ELISA. All isolated.,Week 5
TN/AIR/2024/05/145,Tamil Nadu,Ariyalur,Food Poisoning,6,0,29-01-2024,30-01-2024,Under Control,Village Chozhankurichi school. Vomiting after food. Age 5-10 years. 2 water samples showed Coliforms.,Week 5
TN/TRR/2024/05/146,Tamil Nadu,Tiruppur,Fever,7,0,31-01-2024,31-01-2024,Under Surveillance,"Village Karatholuvu. Fever, cold, myalgia. All 7 samples negative for Dengue, Typhoid, Leptospirosis, Scrub typhus, Hepatitis A&B.",Week 5
TR/UKI/2024/05/147,Tripura,Unakoti,Acute Diarrheal Disease,8,0,30-01-2024,30-01-2024,Under Control,Village Jamtailbari. Loose stools. Age 4 months to 5 years. Stool samples positive for E. coli on culture.,Week 5
UP/FRK/2024/05/148,Uttar Pradesh,Farrukhabad,Measles,8,0,02-02-2024,04-02-2024,Under Surveillance,Civil Hospital Linziganj area. Fever with rash. Age 2-60 years. 1 of 5 samples positive for Measles IgM ELISA. All unvaccinated.,Week 5
UP/JHN/2024/05/149,Uttar Pradesh,Jhansi,Measles,61,0,29-12-2023,29-01-2024,Under Surveillance,Villages Sijari Bugurg & Bamhauri. Age 2-24 years. All 5 blood samples positive for Measles IgM ELISA.,Week 5
WB/BRB/2024/05/150,West Bengal,Birbhum,Acute Diarrheal Disease,122,0,01-02-2024,01-02-2024,Under Control,"Village Kota, Dubrajpur. Loose motion after religious ceremony on 31-01-2024. Contaminated khichdi bhog suspected.",Week 5
WB/HWR/2024/05/151,West Bengal,Howrah,Acute Diarrheal Disease,67,0,30-01-2024,30-01-2024,Under Control,Village Ajangachi. Loose motion after marriage ceremony. Age 16-45 years. Staphylococcus sp. in food samples.,Week 5
AR/WSN/2024/05/152,Arunachal Pradesh,Leparada,Measles & Rubella,19,0,22-01-2024,,Under Surveillance,"Basar Township. Fever with rash. Age 10 months to 6 years. 1 positive for Rubella, 1 for Measles IgM ELISA. (Late report)",Week 5
KL/TRC/2024/05/153,Kerala,Thrissur,Fever with Rash,85,1,24-01-2024,,Under Surveillance,PHC Kuthampully school. Fever with rash. Streptococcus Pyogenes in throat culture. 1 death. (Late report),Week 5
MP/INR/2024/05/154,Madhya Pradesh,Indore,Chickenpox,5,0,01-01-2024,,Under Surveillance,PHC Hatod. Fever and rash. All cases diagnosed clinically. (Late report),Week 5
MP/JBH/2024/05/155,Madhya Pradesh,Jhabua,Fever with Rash,15,0,20-01-2024,,Under Surveillance,"CH Petlawad. Fever with rash, cough, watery eye. 6 of 7 samples positive for Anti-Measles IgM ELISA. (Late report)",Week 5
MN/TBL/2024/05/156,Manipur,Thoubal,Measles,21,0,12-01-2024,,Under Surveillance,Village Lumkseh. Fever and rash. Age 1-14 years. All 5 samples positive for measles IgM ELISA. (Late report),Week 5
MN/TBL/2024/05/157,Manipur,Thoubal,Fever with Rash,34,0,12-01-2024,,Under Control,PHC Sangaiyumpham. Fever and rash. Age 11 months to 11 years. 7 of 10 samples positive for measles IgM ELISA. (Late report),Week 5
MG/EKH/2024/05/158,Meghalaya,East Khasi Hills,Fever with Rash,29,0,22-01-2024,,Under Surveillance,"Diengpasoh PHC, Village Lumkseh. Fever with rash, cough, coryza. Majority unvaccinated against MR. (Late report)",Week 5
MG/WGH/2024/05/159,Meghalaya,West Garo Hills,Human Rabies,1,1,23-01-2024,,Under Surveillance,"Charbatapara II, Phulbari PHC. Stray dog bite. 14-year-old male expired. Did not take ARV. (Late report)",Week 5
BH/MBN/2024/06/160,Bihar,Madhubani,Measles,16,0,10-02-2024,10-02-2024,Under Surveillance,"Cases from Village Kaithania Mushahri, Sub-district Lakhnaur. Cases with fever with rash. 5 blood samples sent to AIIMS Patna; 4 positive for Measles IgM by ELISA. Age group 1-12 years. Treated symptomatically. Vitamin A given. Community awareness on vaccination, hygiene and sanitation.",week 6
BH/PUC/2024/06/161,Bihar,Purbi Champaran,Fever with Rash,14,0,01-02-2024,05-02-2024,Under Surveillance,"Cases from Village Phulwaria, Sub-district Sugauli. 14 blood samples sent to AIIMS Patna; 9 positive for Measles IgM by ELISA. Age group 1-6 years. Treated symptomatically. Vitamin A given.",week 6
CT/BJP/2024/06/162,Chhattisgarh,Bijapur,Dengue,24,0,08-02-2024,08-02-2024,Under Surveillance,"Cases from Village Bhairamgarh, Sub-district Bijapur. 24 blood samples sent to Medical College Jagdalpur; 2 positive for Dengue NS1 by ELISA. Treated symptomatically. Community awareness on vector control.",week 6
CT/GID/2024/06/163,Chhattisgarh,Gariyaband,Acute Diarrheal Disease,41,0,09-02-2024,09-02-2024,Under Control,"Cases from Village Sarnabahal, Sub-district Mainpur. Loose motions, vomiting and weakness. 4 stool samples - no pathogenic organism growth. All cases had street food during religious ceremony. No deaths.",week 6
CT/SUA/2024/06/164,Chhattisgarh,Sukma,Measles,40,0,04-02-2024,08-02-2024,Under Control,"Cases from Village Gadiras, Sub-district Gadiras. 5 blood samples sent to Medical College Jagdalpur; 3 positive for Measles IgM by ELISA. Vitamin A given.",week 6
GJ/VSD/2024/06/165,Gujarat,Valsad,Acute Diarrheal Disease,73,0,07-02-2024,07-02-2024,Under Control,"Cases from Village Vapi, Sub-district Vapi. 12 blood samples, 2 water samples sent to GMERS Valsad. No pathogenic organism. All cases attended a marriage function. Age group 15-65 years.",week 6
JH/DMK/2024/06/166,Jharkhand,Dumka,Chickenpox,13,0,06-02-2024,06-02-2024,Under Surveillance,"Cases from Village Sugapahari, Sub-district Masalia. 5 blood samples sent to DPHL Dumka; all positive for Chickenpox IgM by ELISA. Age group 2-40 years. Vitamin A given.",week 6
KN/DKK/2024/06/167,Karnataka,Dakshin Kannad,Shigellosis,39,0,07-02-2024,07-02-2024,Under Control,"Cases from Village Adyar, Sub-district Mangaluru. One stool sample positive for Shigella on culture; one water sample unfit for potable purpose. Age group 11-30 years.",week 6
KN/KPP/2024/06/168,Karnataka,Koppal,Chikungunya,53,0,09-02-2024,09-02-2024,Under Control,"Cases from Village Nerebenchi, Sub-district Kushtagi. 2 blood samples sent to DPHL Koppal; 1 positive for Chikungunya IgM by ELISA. Community awareness on vector control.",week 6
KN/TUM/2024/06/169,Karnataka,Tumakuru,Acute Diarrheal Disease,60,0,08-02-2024,09-02-2024,Under Surveillance,"Cases from Ambabhavani Anudanita High School, Seenappanahalli. One water sample unfit (E.Coli growth). All cases had Curd rice. Age group 11-20 years.",week 6
KL/KAS/2024/06/170,Kerala,Kasaragod,Food Poisoning,78,0,04-02-2024,05-02-2024,Under Control,"Cases from Village Kilayikode, Sub-district Hosdurg. Vomiting, pain abdomen and loose stools. All cases consumed food in a religious function on 2nd February. Treated symptomatically.",week 6
KL/KOZ/2024/06/171,Kerala,Kozhikode,Hepatitis A,13,0,03-02-2024,05-02-2024,Under Surveillance,"Cases from ward-9, Village Velom, Sub-district Vatakara. 2 blood samples positive for Hepatitis A IgM; water sample unfit for potable purpose (Coliform detected). Treated symptomatically.",week 6
KL/MLP/2024/06/172,Kerala,Malappuram,Acute Diarrheal Disease,10,0,09-02-2024,09-02-2024,Under Surveillance,"Cases from Village Panakkad, Sub-district Ernad. Vomiting and loose stools. All cases consumed food in a marriage function. No deaths.",week 6
KL/MLP/2024/06/173,Kerala,Malappuram,Hepatitis A,47,0,08-02-2024,08-02-2024,Under Surveillance,"Cases from Calicut International Airport area, Village Kuruva. 3 blood samples positive for Hepatitis A IgM; 3 water samples unfit for potable purpose. Most cases had food in airport canteen.",week 6
KL/MLP/2024/06/174,Kerala,Malappuram,Hepatitis A,11,0,05-02-2024,06-02-2024,Under Surveillance,"Cases from Village Anakkayam, Sub-district Ernad. 2 blood samples positive for Hepatitis A IgM. Most cases were relatives and close contacts of index case.",week 6
KL/MLP/2024/06/175,Kerala,Malappuram,Hepatitis A,7,0,05-02-2024,05-02-2024,Under Surveillance,"Cases from Village Panakkad, Sub-district Ernad. 1 blood sample positive for Hepatitis A IgM. Most cases were close contacts of index case.",week 6
KL/PLK/2024/06/176,Kerala,Palakkad,Mumps,19,0,09-02-2024,09-02-2024,Under Surveillance,"Cases from Viswabharathy School, Village Kottayi-II, Sub-district Alathur. 1 blood sample positive for Mumps by RT-PCR. Age group 5-12 years.",week 6
KL/TRC/2024/06/177,Kerala,Thrissur,Food Poisoning,65,0,02-02-2024,05-02-2024,Under Surveillance,"Cases from RMVHSS, Village Perinjanam, Sub-district Kodungallur. 1 water sample unfit for potable purpose. All cases consumed food in a farewell party in school on 30-01-2024.",week 6
MP/ARR/2024/06/178,Madhya Pradesh,Alirajpur,Mumps,38,0,02-02-2024,06-02-2024,Under Surveillance,"Cases from Village Girdha, Sub-district Bhavra. 5 blood samples; 4 positive for Mumps IgM by ELISA. Age group 1-35 years.",week 6
MP/ARR/2024/06/179,Madhya Pradesh,Alirajpur,Mumps,15,0,02-02-2024,06-02-2024,Under Surveillance,"Cases from Village Bori, Sub-district Jobat. 4 blood samples; all positive for Mumps IgM by ELISA.",week 6
MP/ARR/2024/06/180,Madhya Pradesh,Alirajpur,Mumps,25,0,02-02-2024,06-02-2024,Under Surveillance,"Cases from Village Lakhan Kot, Sub-district Alirajpur. 10 blood samples; 9 positive for Mumps IgM by ELISA.",week 6
MP/BTU/2024/06/181,Madhya Pradesh,Betul,Mumps,13,0,08-02-2024,09-02-2024,Under Surveillance,"Cases from Village Gehunras, Sub-district Betul. 2 blood samples; 1 positive for Mumps IgM by ELISA. Age group 8-12 years.",week 6
MP/GUN/2024/06/182,Madhya Pradesh,Guna,Measles,9,0,06-02-2024,06-02-2024,Under Surveillance,"Cases from Village Hinotiya, Sub-district Bhadora. 1 blood sample positive for Measles IgM by ELISA. Vitamin A given.",week 6
MH/NAN/2024/06/183,Maharashtra,Nanded,Acute Diarrheal Disease,1000,0,07-02-2024,07-02-2024,Under Control,"Cases from Village Sawargaon Nasarat, Sub-district Loha. Nausea, vomiting and giddiness. All cases developed symptoms after having food in a religious function. Age group 10-60 years.",week 6
MH/OSM/2024/06/184,Maharashtra,Osmanabad,Dengue,9,0,07-02-2024,07-02-2024,Under Surveillance,"Cases from Village Pangardarwadi, Sub-district Tuljapur. 5 blood samples; 1 positive for Dengue IgM by ELISA. Community awareness on vector control.",week 6
MH/OSM/2024/06/185,Maharashtra,Osmanabad,Acute Diarrheal Disease,27,0,07-02-2024,07-02-2024,Under Control,"Cases from Village Partapur, Sub-district Kalamb. Nausea, vomiting and headache. No deaths.",week 6
MH/PRB/2024/06/186,Maharashtra,Parbhani,Food Poisoning,19,0,07-02-2024,09-02-2024,Under Control,"Cases from Village Ambarwadi, Sub-district Jintur. All cases had food in a religious function. Age group 20-65 years. No deaths.",week 6
MH/PRB/2024/06/187,Maharashtra,Parbhani,Food Poisoning,629,0,07-02-2024,09-02-2024,Under Control,"Cases from Village Sonna, Sub-district Parbhani. All cases had food in a religious function. Age group 20-65 years. No deaths.",week 6
MH/PRB/2024/06/188,Maharashtra,Parbhani,Food Poisoning,335,0,07-02-2024,09-02-2024,Under Control,"Cases from Village Naratwadi, Sub-district Palam. All cases had food in a function. Age group 30-65 years. No deaths.",week 6
OR/KPT/2024/06/189,Odisha,Koraput,Food Poisoning,17,0,04-02-2024,05-02-2024,Under Control,"Cases from Kasturba Gandhi Girls High School Hostel, Village Lamataput. 3 water samples all unfit for potable purpose. All cases had dinner in hostel mess. Age group 10-13 years.",week 6
OR/RAY/2024/06/190,Odisha,Rayagada,Food Poisoning,9,1,07-02-2024,09-02-2024,Under Control,"Cases from Village Dunduli, Sub-district Rayagada. All samples unfit for potable purpose. All family members developed symptoms after having leftover food from birthday celebration. Age group 4-60 years. 5 year old male child died on 07-02-2024.",week 6
TN/MDR/2024/06/191,Tamil Nadu,Madurai,Leptospirosis,14,0,05-02-2024,08-02-2024,Under Control,"Cases from Village Mokkathanparai, Sub-district Peraiyur. 6 blood samples; 4 positive for Leptospirosis IgM by ELISA. Community awareness on vector control.",week 6
TN/TNJ/2024/06/192,Tamil Nadu,Thanjavur,Mumps,22,0,06-02-2024,07-02-2024,Under Surveillance,"Cases from Village Seruvaviduthi south, Sub-district Peruvurani. 4 serum samples positive for Mumps IgM by ELISA. Age group 1-10 years.",week 6
TN/TNJ/2024/06/193,Tamil Nadu,Thanjavur,Chickenpox,25,0,06-02-2024,07-02-2024,Under Surveillance,"Cases from Village Keela Kallur, Sub-district Kumbakonam. Fever with rash. Community awareness on hygiene and sanitation.",week 6
TN/TVL/2024/06/194,Tamil Nadu,Thiruvallur,Acute Diarrheal Disease,131,0,08-02-2024,08-02-2024,Under Control,"Cases from Ammayappar Textiles Pvt. Company, Village Velankandigai. 2 vomitus samples positive for E.Coli and Klebsiella pneumoniae; all 5 water samples unfit. Age group >14 years.",week 6
TL/PAY/2024/06/195,Telangana,Peddapalli,Acute Diarrheal Disease,33,2,10-02-2024,11-02-2024,Under Control,"Cases from Village Gowreddipeta, Sub-district Peddapalli. Samples did not show pathogenic organism growth. Both water samples fit for potable purpose. Age group 25-40 years. 54 year old male and 26 year old female expired.",week 6
BH/GYA/2024/06/196,Bihar,Gaya,Measles,6,0,22-12-2023,,Under Surveillance,(Late report) Cases from Sub-district Wazirganj. 6 blood samples; all positive for Measles IgM by ELISA. Age group 2-5 years. Vitamin A given.,week 6
CT/SRR/2024/06/197,Chhattisgarh,Surajpur,Mumps,37,0,29-01-2024,,Under Surveillance,"(Late report) Cases from Mission Hostel, Village Karkoti, Sub-district Bhaiyathan. All 7 blood samples positive for Mumps IgM; 2 throat samples positive for Mumps RT-PCR. Age group 6-13 years.",week 6
JH/WSI/2024/06/198,Jharkhand,West Singhbhum,Measles,5,0,09-01-2024,,Under Surveillance,"(Late report) Cases from Village Kumbia, Sub-district Manoharpur. All 5 blood samples positive for Measles IgM by ELISA. Age group 11-13 years. Vitamin A given.",week 6
AS/DHE/2024/07/199,Assam,Dhemaji,Chickenpox,8,0,17-02-2024,17-02-2024,Under Surveillance,"Cases from Namkir HWC, Jonai BPHC. 5 blood samples; all positive for Varicella Zoster IGM. Community awareness on hygiene and sanitation.",week 7
BH/ARW/2024/07/200,Bihar,Arwal,Acute Diarrheal Disease,15,0,10-02-2024,15-02-2024,Under Control,"Cases from Village Doniala, Sub-District Sonbhadra Banshi Suryapur. Vomiting and pain abdomen after Filaria Programme medicine in school. Age group 4-19 years. No deaths.",week 7
BH/BGS/2024/07/201,Bihar,Begusarai,Fever with Rash,9,0,11-02-2024,13-02-2024,Under Surveillance,"Cases from Village Mehpatol, Sub-District Dandari. Fever with maculo-papulo vesicular rash. 6 blood and 2 throat swab samples; all negative for measles. Age group 1-22 years.",week 7
